"Answer ID","Date Updated","Category","Product","Question","Keywords","Summary","Answer"
"119","03/28/2012 09:51 AM","Uso de la cuenta","Zapatos","Cómo ver el historial de órdenes","Zapatos","Consulta del historial de órdenes","<p>Solo podrá consultar el historial de la cuenta si se ha registrado en nuestro sitio. Los usuarios registrados pueden ver y gestionar la información de la cuenta y de las órdenes. Conéctese a ""Cuenta"" (en la esquina superior derecha de la página inicial). Desde la página de gestión de la cuenta, puede gestionar su perfil, la información de pago, la libreta de direcciones, las órdenes, la lista de deseos y la lista de regalos.</p>
<p><span style=""FONT-WEIGHT: bold"">Nota:</span> las órdenes internacionales pueden tardar en aparecer en el historial de órdenes hasta cinco días. La información de seguimiento de los artículos de órdenes de envíos internacionales no se muestra hasta que los artículos abandonan el centro de distribución de Estados Unidos. Los artículos pueden tardar hasta 10 días laborables en llegar a dicho centro de distribución.</p>

"
"138","03/22/2012 02:11 PM","Envío","Mobiliario y accesorios para el hogar","Nunca recibí mi orden","Sin valor","Nunca recibí mi orden","<p>La mayoría de las órdenes se entrega dentro del plazo estimado de 5-10 días laborables.</p>
<p>No existe información de seguimiento para los artículos que se envían a través de Storefront.</p>
<p>Las órdenes internacionales tardan más tiempo. Téngalo en cuenta para las fechas de entrega previstas.</p>
<p>Lo que puede hacer es buscar la información de seguimiento en el correo electrónico de confirmación de envío o conectarse a ?Mi cuenta?y seleccionar Estado de orden. Utilice la información de seguimiento que encuentre para llevar un control de la orden.</p>
<p>Pregunte a familiares, vecinos, compañeros de trabajo, conserjes u otras personas que hayan podido recibir la orden si no estaba en su domicilio en un intento de entrega. Si estaba ausente, es posible que el transportista haya dejado la orden en algún lugar próximo a la puerta, pero fuera de la vista.</p>
<p>&#160;Busque la orden en lugares apartados, como la puerta de atrás o el garaje, o detrás de arbustos.</p>
<p>Si todavía no puede localizar la orden vencida después de seguir los pasos&#160;anteriores, póngase en contacto con Atención al cliente para solicitar ayuda.</p>

"
"138","03/22/2012 02:11 PM","Envío","Mobiliario","Nunca recibí mi orden","Sin valor","Nunca recibí mi orden","<p>La mayoría de las órdenes se entrega dentro del plazo estimado de 5-10 días laborables.</p>
<p>No existe información de seguimiento para los artículos que se envían a través de Storefront.</p>
<p>Las órdenes internacionales tardan más tiempo. Téngalo en cuenta para las fechas de entrega previstas.</p>
<p>Lo que puede hacer es buscar la información de seguimiento en el correo electrónico de confirmación de envío o conectarse a ?Mi cuenta?y seleccionar Estado de orden. Utilice la información de seguimiento que encuentre para llevar un control de la orden.</p>
<p>Pregunte a familiares, vecinos, compañeros de trabajo, conserjes u otras personas que hayan podido recibir la orden si no estaba en su domicilio en un intento de entrega. Si estaba ausente, es posible que el transportista haya dejado la orden en algún lugar próximo a la puerta, pero fuera de la vista.</p>
<p>&#160;Busque la orden en lugares apartados, como la puerta de atrás o el garaje, o detrás de arbustos.</p>
<p>Si todavía no puede localizar la orden vencida después de seguir los pasos&#160;anteriores, póngase en contacto con Atención al cliente para solicitar ayuda.</p>

"
"138","03/22/2012 02:11 PM","Envío","Ropa","Nunca recibí mi orden","Sin valor","Nunca recibí mi orden","<p>La mayoría de las órdenes se entrega dentro del plazo estimado de 5-10 días laborables.</p>
<p>No existe información de seguimiento para los artículos que se envían a través de Storefront.</p>
<p>Las órdenes internacionales tardan más tiempo. Téngalo en cuenta para las fechas de entrega previstas.</p>
<p>Lo que puede hacer es buscar la información de seguimiento en el correo electrónico de confirmación de envío o conectarse a ?Mi cuenta?y seleccionar Estado de orden. Utilice la información de seguimiento que encuentre para llevar un control de la orden.</p>
<p>Pregunte a familiares, vecinos, compañeros de trabajo, conserjes u otras personas que hayan podido recibir la orden si no estaba en su domicilio en un intento de entrega. Si estaba ausente, es posible que el transportista haya dejado la orden en algún lugar próximo a la puerta, pero fuera de la vista.</p>
<p>&#160;Busque la orden en lugares apartados, como la puerta de atrás o el garaje, o detrás de arbustos.</p>
<p>Si todavía no puede localizar la orden vencida después de seguir los pasos&#160;anteriores, póngase en contacto con Atención al cliente para solicitar ayuda.</p>

"
"138","03/22/2012 02:11 PM","Órdenes","Mobiliario y accesorios para el hogar","Nunca recibí mi orden","Sin valor","Nunca recibí mi orden","<p>La mayoría de las órdenes se entrega dentro del plazo estimado de 5-10 días laborables.</p>
<p>No existe información de seguimiento para los artículos que se envían a través de Storefront.</p>
<p>Las órdenes internacionales tardan más tiempo. Téngalo en cuenta para las fechas de entrega previstas.</p>
<p>Lo que puede hacer es buscar la información de seguimiento en el correo electrónico de confirmación de envío o conectarse a ?Mi cuenta?y seleccionar Estado de orden. Utilice la información de seguimiento que encuentre para llevar un control de la orden.</p>
<p>Pregunte a familiares, vecinos, compañeros de trabajo, conserjes u otras personas que hayan podido recibir la orden si no estaba en su domicilio en un intento de entrega. Si estaba ausente, es posible que el transportista haya dejado la orden en algún lugar próximo a la puerta, pero fuera de la vista.</p>
<p>&#160;Busque la orden en lugares apartados, como la puerta de atrás o el garaje, o detrás de arbustos.</p>
<p>Si todavía no puede localizar la orden vencida después de seguir los pasos&#160;anteriores, póngase en contacto con Atención al cliente para solicitar ayuda.</p>

"
"138","03/22/2012 02:11 PM","Órdenes","Ropa","Nunca recibí mi orden","Sin valor","Nunca recibí mi orden","<p>La mayoría de las órdenes se entrega dentro del plazo estimado de 5-10 días laborables.</p>
<p>No existe información de seguimiento para los artículos que se envían a través de Storefront.</p>
<p>Las órdenes internacionales tardan más tiempo. Téngalo en cuenta para las fechas de entrega previstas.</p>
<p>Lo que puede hacer es buscar la información de seguimiento en el correo electrónico de confirmación de envío o conectarse a ?Mi cuenta?y seleccionar Estado de orden. Utilice la información de seguimiento que encuentre para llevar un control de la orden.</p>
<p>Pregunte a familiares, vecinos, compañeros de trabajo, conserjes u otras personas que hayan podido recibir la orden si no estaba en su domicilio en un intento de entrega. Si estaba ausente, es posible que el transportista haya dejado la orden en algún lugar próximo a la puerta, pero fuera de la vista.</p>
<p>&#160;Busque la orden en lugares apartados, como la puerta de atrás o el garaje, o detrás de arbustos.</p>
<p>Si todavía no puede localizar la orden vencida después de seguir los pasos&#160;anteriores, póngase en contacto con Atención al cliente para solicitar ayuda.</p>

"
"138","03/22/2012 02:11 PM","Órdenes","Zapatos","Nunca recibí mi orden","Sin valor","Nunca recibí mi orden","<p>La mayoría de las órdenes se entrega dentro del plazo estimado de 5-10 días laborables.</p>
<p>No existe información de seguimiento para los artículos que se envían a través de Storefront.</p>
<p>Las órdenes internacionales tardan más tiempo. Téngalo en cuenta para las fechas de entrega previstas.</p>
<p>Lo que puede hacer es buscar la información de seguimiento en el correo electrónico de confirmación de envío o conectarse a ?Mi cuenta?y seleccionar Estado de orden. Utilice la información de seguimiento que encuentre para llevar un control de la orden.</p>
<p>Pregunte a familiares, vecinos, compañeros de trabajo, conserjes u otras personas que hayan podido recibir la orden si no estaba en su domicilio en un intento de entrega. Si estaba ausente, es posible que el transportista haya dejado la orden en algún lugar próximo a la puerta, pero fuera de la vista.</p>
<p>&#160;Busque la orden en lugares apartados, como la puerta de atrás o el garaje, o detrás de arbustos.</p>
<p>Si todavía no puede localizar la orden vencida después de seguir los pasos&#160;anteriores, póngase en contacto con Atención al cliente para solicitar ayuda.</p>

"
"138","03/22/2012 02:11 PM","Órdenes","Mobiliario","Nunca recibí mi orden","Sin valor","Nunca recibí mi orden","<p>La mayoría de las órdenes se entrega dentro del plazo estimado de 5-10 días laborables.</p>
<p>No existe información de seguimiento para los artículos que se envían a través de Storefront.</p>
<p>Las órdenes internacionales tardan más tiempo. Téngalo en cuenta para las fechas de entrega previstas.</p>
<p>Lo que puede hacer es buscar la información de seguimiento en el correo electrónico de confirmación de envío o conectarse a ?Mi cuenta?y seleccionar Estado de orden. Utilice la información de seguimiento que encuentre para llevar un control de la orden.</p>
<p>Pregunte a familiares, vecinos, compañeros de trabajo, conserjes u otras personas que hayan podido recibir la orden si no estaba en su domicilio en un intento de entrega. Si estaba ausente, es posible que el transportista haya dejado la orden en algún lugar próximo a la puerta, pero fuera de la vista.</p>
<p>&#160;Busque la orden en lugares apartados, como la puerta de atrás o el garaje, o detrás de arbustos.</p>
<p>Si todavía no puede localizar la orden vencida después de seguir los pasos&#160;anteriores, póngase en contacto con Atención al cliente para solicitar ayuda.</p>

"
"140","03/27/2012 03:50 PM","Información de producto","Ropa","Guía de tallas de ropa","Ropa","Guía de tallas de ropa","<p>Para todas las prendas encontrará un selector de tallas de&#160;ropa en la página del producto. Le animamos encarecidamente a que revise&#160;la guía de tallas para comprobar las medidas recomendadas para la talla que desea.&#160;</p>
<p>La ropa de tamaño moderno es de estilo contemporáneo y tiene un corte más pequeño en general.&#160;La&#160;guía de tallas alemana convierte&#160;las tallas alemanas a tallas de EE. UU. Consulte la página del producto para comprobar la gráfica de tallas que corresponde a su artículo.</p>

"
"117","03/22/2012 01:21 PM","Uso de la cuenta","Zapatos","¿Cómo puedo conectarme y desconectarme de mi cuenta?","Sin valor","¿Cómo puedo conectarme y desconectarme de mi cuenta?","<b>Conexión:</b> haga clic en el enlace &#160;Conectar que se encuentra en la esquina superior derecha de la página
<p>Si no es un cliente nuevo, introduzca su dirección de correo electrónico y su contraseña bajo la cabecera ""Cliente registrado"".</p>
<p>Haga clic en <span style=""FONT-WEIGHT: bold"">Conectar</span> para conectarse a su cuenta.</p>
<p>Si es un cliente nuevo, proporcione su dirección de correo electrónico en el campo correspondiente y seleccione ""Crear mi cuenta"".</p>
<p>Haga clic en <span style=""FONT-WEIGHT: bold"">Conectar</span> para conectarse a su cuenta cuando esta se haya creado.</p>
<p><b>Desconexión:</b> hay dos formas de desconectarse de su cuenta.</p>
<p>Si se ha conectado como cliente registrado, haga clic en el enlace ¿No es usted? o en el enlace Desconectar situado en la esquina superior derecha de la página inicial para regresar a la página de conexión.</p>
<p>Cierre la ventana del explorador web donde se muestra la página web de ATG Store para desconectarse de forma automática.</p>
<p>Si ha perdido su contraseña, seleccione el enlace ""¿Ha olvidado su contraseña?""&#160;para recuperarla.</p>

"
"117","03/22/2012 01:21 PM","Uso de la cuenta","Ropa","¿Cómo puedo conectarme y desconectarme de mi cuenta?","Sin valor","¿Cómo puedo conectarme y desconectarme de mi cuenta?","<b>Conexión:</b> haga clic en el enlace &#160;Conectar que se encuentra en la esquina superior derecha de la página
<p>Si no es un cliente nuevo, introduzca su dirección de correo electrónico y su contraseña bajo la cabecera ""Cliente registrado"".</p>
<p>Haga clic en <span style=""FONT-WEIGHT: bold"">Conectar</span> para conectarse a su cuenta.</p>
<p>Si es un cliente nuevo, proporcione su dirección de correo electrónico en el campo correspondiente y seleccione ""Crear mi cuenta"".</p>
<p>Haga clic en <span style=""FONT-WEIGHT: bold"">Conectar</span> para conectarse a su cuenta cuando esta se haya creado.</p>
<p><b>Desconexión:</b> hay dos formas de desconectarse de su cuenta.</p>
<p>Si se ha conectado como cliente registrado, haga clic en el enlace ¿No es usted? o en el enlace Desconectar situado en la esquina superior derecha de la página inicial para regresar a la página de conexión.</p>
<p>Cierre la ventana del explorador web donde se muestra la página web de ATG Store para desconectarse de forma automática.</p>
<p>Si ha perdido su contraseña, seleccione el enlace ""¿Ha olvidado su contraseña?""&#160;para recuperarla.</p>

"
"117","03/22/2012 01:21 PM","Uso de la cuenta","Mobiliario y accesorios para el hogar","¿Cómo puedo conectarme y desconectarme de mi cuenta?","Sin valor","¿Cómo puedo conectarme y desconectarme de mi cuenta?","<b>Conexión:</b> haga clic en el enlace &#160;Conectar que se encuentra en la esquina superior derecha de la página
<p>Si no es un cliente nuevo, introduzca su dirección de correo electrónico y su contraseña bajo la cabecera ""Cliente registrado"".</p>
<p>Haga clic en <span style=""FONT-WEIGHT: bold"">Conectar</span> para conectarse a su cuenta.</p>
<p>Si es un cliente nuevo, proporcione su dirección de correo electrónico en el campo correspondiente y seleccione ""Crear mi cuenta"".</p>
<p>Haga clic en <span style=""FONT-WEIGHT: bold"">Conectar</span> para conectarse a su cuenta cuando esta se haya creado.</p>
<p><b>Desconexión:</b> hay dos formas de desconectarse de su cuenta.</p>
<p>Si se ha conectado como cliente registrado, haga clic en el enlace ¿No es usted? o en el enlace Desconectar situado en la esquina superior derecha de la página inicial para regresar a la página de conexión.</p>
<p>Cierre la ventana del explorador web donde se muestra la página web de ATG Store para desconectarse de forma automática.</p>
<p>Si ha perdido su contraseña, seleccione el enlace ""¿Ha olvidado su contraseña?""&#160;para recuperarla.</p>

"
"153","03/27/2012 03:56 PM","Información de producto","Ropa","Embalaje de ropa
","ropa","Embalaje de ropa","Debido a los cambios en el embalaje por parte del fabricante, es posible que observe alguna diferencia en el embalaje del producto con respecto a la imagen mostrada para la&#160;prenda que ha elegido.
"
"123","03/22/2012 01:34 PM","Información sobre la compañía","Zapatos","Acerca de ATG Store","Sin valor","Acerca de ATG Store","<p>ATG Store y su filial Home Store son una empresa del sector minorista que ofrece en Internet una amplia variedad de mercancía de marca de alta calidad a precios rebajados, como, por ejemplo, muebles, artículos de decoración, relojes, joyas, ropa, calzado y accesorios. Ofrecemos a los clientes la oportunidad de adquirir artículos a precios rebajados de una manera cómoda y, al mismo tiempo, ofrecemos a los fabricantes, distribuidores y otras empresas del sector minorista un canal de venta alternativo.</p>

"
"123","03/22/2012 01:34 PM","Información sobre la compañía","Ropa","Acerca de ATG Store","Sin valor","Acerca de ATG Store","<p>ATG Store y su filial Home Store son una empresa del sector minorista que ofrece en Internet una amplia variedad de mercancía de marca de alta calidad a precios rebajados, como, por ejemplo, muebles, artículos de decoración, relojes, joyas, ropa, calzado y accesorios. Ofrecemos a los clientes la oportunidad de adquirir artículos a precios rebajados de una manera cómoda y, al mismo tiempo, ofrecemos a los fabricantes, distribuidores y otras empresas del sector minorista un canal de venta alternativo.</p>

"
"111","03/28/2012 09:47 AM","Devoluciones","Ropa","Cómo devolver un artículo","Mobiliario","Cómo devolver un artículo","<p>Siga los pasos que se indican a continuación para devolver un artículo.</p>
<ol>
<li>Busque la orden que contiene el artículo que desea devolver.</li>
<li>Seleccione el artículo que desea devolver.</li>
<li>Seleccione la cantidad que desea devolver.</li>
<li>Haga clic en ""Continuar"".</li>
<li>Siga las instrucciones en línea.</li>
</ol>
<p>Cuando haya realizado los pasos anteriores, le enviaremos por correo electrónico una etiqueta para envío de devoluciones con las instrucciones y ubicaciones de entrega. Imprima la etiqueta y adhiérala al paquete.</p>

"
"123","03/22/2012 01:34 PM","Información sobre la compañía","Mobiliario y accesorios para el hogar","Acerca de ATG Store","Sin valor","Acerca de ATG Store","<p>ATG Store y su filial Home Store son una empresa del sector minorista que ofrece en Internet una amplia variedad de mercancía de marca de alta calidad a precios rebajados, como, por ejemplo, muebles, artículos de decoración, relojes, joyas, ropa, calzado y accesorios. Ofrecemos a los clientes la oportunidad de adquirir artículos a precios rebajados de una manera cómoda y, al mismo tiempo, ofrecemos a los fabricantes, distribuidores y otras empresas del sector minorista un canal de venta alternativo.</p>

"
"110","03/28/2012 09:46 AM","Devoluciones","Mobiliario","Política de devolución de artículos que superan las dimensiones","Mobiliario","Política de devolución de artículos que superan las dimensiones","<p><strong>¿Qué es un artículo que supera las dimensiones?</strong></p>
<ul>
<li>Un artículo que supera las dimensiones es un producto grande que se envía a través de transportistas de flete.</li>
<li>Todos los artículos que superen las dimensiones deben satisfacer uno o varios de los siguientes criterios:</li>
<li style=""LIST-STYLE-TYPE: none; DISPLAY: inline"">
<ul>
<li>Una vez embalado, su peso debe ser de 68,5 kg (151 libras) o más.</li>
<li>Debe medir 2,75 metros (108 pulgadas) o más de largo.</li>
<li>Debe medir 4 metros (165 pulgadas) o más de contorno.</li>
<li>Si un artículo se entrega en un palé de madera, con independencia de su peso (pero en general dentro del rango de los 45,5-68 kg, o 100-150 libras), se considera que supera las dimensiones.</li>
</ul>
</li>
</ul>
<p><strong>Política de devolución</strong></p>
<ul>
<li>Todas las devoluciones de artículos que superan las dimensiones se inspeccionan a su llegada a nuestro almacén.</li>
<li>Se reembolsará solo una parte del precio de compra si el artículo devuelto no está nuevo, no se encuentra en su embalaje original o se ha abierto. El importe del reembolso parcial depende del estado del artículo, a nuestra discreción.</li>
<li>Nos reservamos el derecho a deducir los cargos de envío originales y las tasas de devolución, que suelen estar comprendidos dentro del rango de 100 a 695 dólares o pueden ser superiores, en función del tamaño y del peso, si el estado del artículo no es el original a su llegada al almacén.</li>
</ul>
<p>Además, el comprador deberá abonar las tasas de envío originales y la tasa de devolución si nos devuelve un artículo que supera las dimensiones por alguno de los motivos siguientes:</p>
<ul>
<li>Rechaza una entrega sin inspección</li>
<li>No acude a una cita de entrega</li>
<li>Devuelve un producto no defectuoso o sin daños</li>
</ul>
<p>Póngase en contacto con Atención al cliente para preparar una devolución de inmediato.</p>
<p><sup>*En el momento en que adquiere un producto que supera las dimensiones, nos autoriza a cargar en su tarjeta de crédito las tasas adicionales que sean necesarias, según el programa de tasas que se describe aquí. Podemos deducir del importe del reembolso los costos de envío originales y de devolución, o bien cargarlos en su tarjeta de crédito, una vez que recibamos el producto devuelto en nuestro almacén.</sup></p>

"
"117","03/22/2012 01:21 PM","Uso de la cuenta","Mobiliario","¿Cómo puedo conectarme y desconectarme de mi cuenta?","Sin valor","¿Cómo puedo conectarme y desconectarme de mi cuenta?","<b>Conexión:</b> haga clic en el enlace &#160;Conectar que se encuentra en la esquina superior derecha de la página
<p>Si no es un cliente nuevo, introduzca su dirección de correo electrónico y su contraseña bajo la cabecera ""Cliente registrado"".</p>
<p>Haga clic en <span style=""FONT-WEIGHT: bold"">Conectar</span> para conectarse a su cuenta.</p>
<p>Si es un cliente nuevo, proporcione su dirección de correo electrónico en el campo correspondiente y seleccione ""Crear mi cuenta"".</p>
<p>Haga clic en <span style=""FONT-WEIGHT: bold"">Conectar</span> para conectarse a su cuenta cuando esta se haya creado.</p>
<p><b>Desconexión:</b> hay dos formas de desconectarse de su cuenta.</p>
<p>Si se ha conectado como cliente registrado, haga clic en el enlace ¿No es usted? o en el enlace Desconectar situado en la esquina superior derecha de la página inicial para regresar a la página de conexión.</p>
<p>Cierre la ventana del explorador web donde se muestra la página web de ATG Store para desconectarse de forma automática.</p>
<p>Si ha perdido su contraseña, seleccione el enlace ""¿Ha olvidado su contraseña?""&#160;para recuperarla.</p>

"
"124","03/22/2012 01:37 PM","Información sobre la compañía","Mobiliario","Privacidad y seguridad","Sin valor","Privacidad y seguridad","<p>ATG Store, Inc. (""ATG Store"", ""atg"", ""Oracle"",&#160;""ATG Home"", ""nosotros"" o ""nuestro"", según corresponda) ha creado la siguiente política de privacidad y seguridad para que sea consciente de la información que recopilamos, por qué lo hacemos y a quién se podría divulgar.</p>
<p>Esta política de privacidad y seguridad se aplica a los sitios&#160;Commerce Reference Store&#160;(los ""sitios""). Esta política de privacidad y seguridad también expone nuestras prácticas de seguridad de datos, así como las opciones que tiene a su disposición para el acceso y control de los datos personales que puedan servir o no para identificarle.</p>
<p>Esta política de privacidad y seguridad se rige por nuestras condiciones generales. En caso de hubiese un conflicto entre las condiciones de esta política de privacidad y seguridad y las condiciones generales, prevalecerían estas últimas.</p>
<p>Esta política de privacidad y seguridad puede estar sujeta a cambios de manera periódica. Usted será el responsable de revisarla con la debida frecuencia y de mantenerse al día de los cambios que se realicen. Por este motivo, le animamos a que visite esta página a menudo.</p>
<p>&#160;La presente política de privacidad y seguridad sustituye cualquier versión anterior. En el momento en que acceda a los sitios, está otorgando su aceptación y conformidad con todas las condiciones incluidas en esta política de privacidad y seguridad. Si no está conforme con las condiciones establecidas en esta política de privacidad y seguridad, no acceda a los sitios.</p>

"
"123","03/22/2012 01:34 PM","Información sobre la compañía","Mobiliario","Acerca de ATG Store","Sin valor","Acerca de ATG Store","<p>ATG Store y su filial Home Store son una empresa del sector minorista que ofrece en Internet una amplia variedad de mercancía de marca de alta calidad a precios rebajados, como, por ejemplo, muebles, artículos de decoración, relojes, joyas, ropa, calzado y accesorios. Ofrecemos a los clientes la oportunidad de adquirir artículos a precios rebajados de una manera cómoda y, al mismo tiempo, ofrecemos a los fabricantes, distribuidores y otras empresas del sector minorista un canal de venta alternativo.</p>

"
"126","03/22/2012 01:40 PM","Información sobre la compañía","Zapatos","Puestos de trabajo y ofertas de empleo","Sin valor","Oportunidades de empleo y promoción","Acceda a nuestra página de empleo&#160;para consultar las&#160;oportunidades disponibles en ATG Store y cómo realizar una solicitud.
"
"126","03/22/2012 01:40 PM","Información sobre la compañía","Mobiliario y accesorios para el hogar","Puestos de trabajo y ofertas de empleo","Sin valor","Oportunidades de empleo y promoción","Acceda a nuestra página de empleo&#160;para consultar las&#160;oportunidades disponibles en ATG Store y cómo realizar una solicitud.
"
"126","03/22/2012 01:40 PM","Información sobre la compañía","Ropa","Puestos de trabajo y ofertas de empleo","Sin valor","Oportunidades de empleo y promoción","Acceda a nuestra página de empleo&#160;para consultar las&#160;oportunidades disponibles en ATG Store y cómo realizar una solicitud.
"
