Answer Export,,,,,,,
Answer ID,Date Updated,Category,Product,Question,Keywords,Summary,Answer
124,03/22/2012 01:37 PM,Company Information,Clothes,Privacy and Security,No Value,Privacy and Security,"<p>ATG Store, Inc. (""ATG Store,"" ""atg,"", ""Oracle"",&#160;""ATG Home,"" ""we,"" ""us,"" or ""our"" as appropriate) has created the following Privacy and Security Policy to let you know what information we collect, why we collect it and to whom it may be disclosed.</p>
<p>This Privacy and Security Policy applies to&#160;the Commerce Reference Stores&#160;(the ""Sites""). This Privacy and Security Policy also addresses our data security practices and the options you have to access and control personally identifiable and non-personally identifiable information.</p>
<p>Our Terms and Conditions govern this Privacy and Security Policy. To the extent there is a conflict between the terms of this Privacy and Security Policy and the Terms and Conditions, the Terms and Conditions shall govern.</p>
<p>We may periodically make changes to this Privacy and Security Policy. It is your responsibility to review this Privacy and Security Policy frequently and remain informed about any changes to it, so we encourage you to visit this page often.</p>
<p>&#160;This Privacy and Security Policy supersedes any and all previous versions. Entering the Sites constitutes your acceptance and agreement to all terms contained in this Privacy and Security Policy. If you do not agree with the terms set forth in this Privacy and Security Policy, please do not enter the Sites.</p>

"
124,03/22/2012 01:37 PM,Company Information,Shoes,Privacy and Security,No Value,Privacy and Security,"<p>ATG Store, Inc. (""ATG Store,"" ""atg,"", ""Oracle"",&#160;""ATG Home,"" ""we,"" ""us,"" or ""our"" as appropriate) has created the following Privacy and Security Policy to let you know what information we collect, why we collect it and to whom it may be disclosed.</p>
<p>This Privacy and Security Policy applies to&#160;the Commerce Reference Stores&#160;(the ""Sites""). This Privacy and Security Policy also addresses our data security practices and the options you have to access and control personally identifiable and non-personally identifiable information.</p>
<p>Our Terms and Conditions govern this Privacy and Security Policy. To the extent there is a conflict between the terms of this Privacy and Security Policy and the Terms and Conditions, the Terms and Conditions shall govern.</p>
<p>We may periodically make changes to this Privacy and Security Policy. It is your responsibility to review this Privacy and Security Policy frequently and remain informed about any changes to it, so we encourage you to visit this page often.</p>
<p>&#160;This Privacy and Security Policy supersedes any and all previous versions. Entering the Sites constitutes your acceptance and agreement to all terms contained in this Privacy and Security Policy. If you do not agree with the terms set forth in this Privacy and Security Policy, please do not enter the Sites.</p>

"
124,03/22/2012 01:37 PM,Using Your Account,Furniture,Privacy and Security,No Value,Privacy and Security,"<p>ATG Store, Inc. (""ATG Store,"" ""atg,"", ""Oracle"",&#160;""ATG Home,"" ""we,"" ""us,"" or ""our"" as appropriate) has created the following Privacy and Security Policy to let you know what information we collect, why we collect it and to whom it may be disclosed.</p>
<p>This Privacy and Security Policy applies to&#160;the Commerce Reference Stores&#160;(the ""Sites""). This Privacy and Security Policy also addresses our data security practices and the options you have to access and control personally identifiable and non-personally identifiable information.</p>
<p>Our Terms and Conditions govern this Privacy and Security Policy. To the extent there is a conflict between the terms of this Privacy and Security Policy and the Terms and Conditions, the Terms and Conditions shall govern.</p>
<p>We may periodically make changes to this Privacy and Security Policy. It is your responsibility to review this Privacy and Security Policy frequently and remain informed about any changes to it, so we encourage you to visit this page often.</p>
<p>&#160;This Privacy and Security Policy supersedes any and all previous versions. Entering the Sites constitutes your acceptance and agreement to all terms contained in this Privacy and Security Policy. If you do not agree with the terms set forth in this Privacy and Security Policy, please do not enter the Sites.</p>

"
124,03/22/2012 01:37 PM,Using Your Account,Shoes,Privacy and Security,No Value,Privacy and Security,"<p>ATG Store, Inc. (""ATG Store,"" ""atg,"", ""Oracle"",&#160;""ATG Home,"" ""we,"" ""us,"" or ""our"" as appropriate) has created the following Privacy and Security Policy to let you know what information we collect, why we collect it and to whom it may be disclosed.</p>
<p>This Privacy and Security Policy applies to&#160;the Commerce Reference Stores&#160;(the ""Sites""). This Privacy and Security Policy also addresses our data security practices and the options you have to access and control personally identifiable and non-personally identifiable information.</p>
<p>Our Terms and Conditions govern this Privacy and Security Policy. To the extent there is a conflict between the terms of this Privacy and Security Policy and the Terms and Conditions, the Terms and Conditions shall govern.</p>
<p>We may periodically make changes to this Privacy and Security Policy. It is your responsibility to review this Privacy and Security Policy frequently and remain informed about any changes to it, so we encourage you to visit this page often.</p>
<p>&#160;This Privacy and Security Policy supersedes any and all previous versions. Entering the Sites constitutes your acceptance and agreement to all terms contained in this Privacy and Security Policy. If you do not agree with the terms set forth in this Privacy and Security Policy, please do not enter the Sites.</p>

"
124,03/22/2012 01:37 PM,Using Your Account,Clothes,Privacy and Security,No Value,Privacy and Security,"<p>ATG Store, Inc. (""ATG Store,"" ""atg,"", ""Oracle"",&#160;""ATG Home,"" ""we,"" ""us,"" or ""our"" as appropriate) has created the following Privacy and Security Policy to let you know what information we collect, why we collect it and to whom it may be disclosed.</p>
<p>This Privacy and Security Policy applies to&#160;the Commerce Reference Stores&#160;(the ""Sites""). This Privacy and Security Policy also addresses our data security practices and the options you have to access and control personally identifiable and non-personally identifiable information.</p>
<p>Our Terms and Conditions govern this Privacy and Security Policy. To the extent there is a conflict between the terms of this Privacy and Security Policy and the Terms and Conditions, the Terms and Conditions shall govern.</p>
<p>We may periodically make changes to this Privacy and Security Policy. It is your responsibility to review this Privacy and Security Policy frequently and remain informed about any changes to it, so we encourage you to visit this page often.</p>
<p>&#160;This Privacy and Security Policy supersedes any and all previous versions. Entering the Sites constitutes your acceptance and agreement to all terms contained in this Privacy and Security Policy. If you do not agree with the terms set forth in this Privacy and Security Policy, please do not enter the Sites.</p>

"
124,03/22/2012 01:37 PM,Using Your Account,Home Furnishings / Accessories,Privacy and Security,No Value,Privacy and Security,"<p>ATG Store, Inc. (""ATG Store,"" ""atg,"", ""Oracle"",&#160;""ATG Home,"" ""we,"" ""us,"" or ""our"" as appropriate) has created the following Privacy and Security Policy to let you know what information we collect, why we collect it and to whom it may be disclosed.</p>
<p>This Privacy and Security Policy applies to&#160;the Commerce Reference Stores&#160;(the ""Sites""). This Privacy and Security Policy also addresses our data security practices and the options you have to access and control personally identifiable and non-personally identifiable information.</p>
<p>Our Terms and Conditions govern this Privacy and Security Policy. To the extent there is a conflict between the terms of this Privacy and Security Policy and the Terms and Conditions, the Terms and Conditions shall govern.</p>
<p>We may periodically make changes to this Privacy and Security Policy. It is your responsibility to review this Privacy and Security Policy frequently and remain informed about any changes to it, so we encourage you to visit this page often.</p>
<p>&#160;This Privacy and Security Policy supersedes any and all previous versions. Entering the Sites constitutes your acceptance and agreement to all terms contained in this Privacy and Security Policy. If you do not agree with the terms set forth in this Privacy and Security Policy, please do not enter the Sites.</p>

"
126,03/22/2012 01:40 PM,Company Information,Home Furnishings / Accessories,Jobs and Employment Opportunities,No Value,Career and Employment Opportunities,"Please navigate to our Employment page&#160;to see what&#160;careers are available at ATG Store and how to apply.
"
126,03/22/2012 01:40 PM,Company Information,Clothes,Jobs and Employment Opportunities,No Value,Career and Employment Opportunities,"Please navigate to our Employment page&#160;to see what&#160;careers are available at ATG Store and how to apply.
"
126,03/22/2012 01:40 PM,Company Information,Shoes,Jobs and Employment Opportunities,No Value,Career and Employment Opportunities,"Please navigate to our Employment page&#160;to see what&#160;careers are available at ATG Store and how to apply.
"
126,03/22/2012 01:40 PM,Company Information,Furniture,Jobs and Employment Opportunities,No Value,Career and Employment Opportunities,"Please navigate to our Employment page&#160;to see what&#160;careers are available at ATG Store and how to apply.
"
138,03/22/2012 02:11 PM,Shipping,Shoes,I Never Received My Order,No Value,I Never Received My Order,"<p>Most orders arrive within the estimated delivery time of 5-10 business days.</p>
<p>Tracking information is not available for items that we ship through the store-front.</p>
<p>International orders do take longer, so keep that in mind on expected delivery dates.</p>
<p>What You Can Do Look for tracking information in your shipping confirmation email, or log into?My Account?and select Order Status. Use any tracking information you find to track your order.</p>
<p>Check with family members, neighbors, co-workers, a building manager, or others who may have accepted your order if you were not at home during a delivery attempt. In your absence, the delivery carrier may have placed your order somewhere near your door, but out of plain view.</p>
<p>&#160;Look for your order in out-of-the-way places such as a back door, garage, or behind bushes.</p>
<p>If you still cannot locate your past-due order after following the steps&#160;above contact Customer Care for assistance.</p>

"
138,03/22/2012 02:11 PM,Shipping,Home Furnishings / Accessories,I Never Received My Order,No Value,I Never Received My Order,"<p>Most orders arrive within the estimated delivery time of 5-10 business days.</p>
<p>Tracking information is not available for items that we ship through the store-front.</p>
<p>International orders do take longer, so keep that in mind on expected delivery dates.</p>
<p>What You Can Do Look for tracking information in your shipping confirmation email, or log into?My Account?and select Order Status. Use any tracking information you find to track your order.</p>
<p>Check with family members, neighbors, co-workers, a building manager, or others who may have accepted your order if you were not at home during a delivery attempt. In your absence, the delivery carrier may have placed your order somewhere near your door, but out of plain view.</p>
<p>&#160;Look for your order in out-of-the-way places such as a back door, garage, or behind bushes.</p>
<p>If you still cannot locate your past-due order after following the steps&#160;above contact Customer Care for assistance.</p>

"
138,03/22/2012 02:11 PM,Shipping,Furniture,I Never Received My Order,No Value,I Never Received My Order,"<p>Most orders arrive within the estimated delivery time of 5-10 business days.</p>
<p>Tracking information is not available for items that we ship through the store-front.</p>
<p>International orders do take longer, so keep that in mind on expected delivery dates.</p>
<p>What You Can Do Look for tracking information in your shipping confirmation email, or log into?My Account?and select Order Status. Use any tracking information you find to track your order.</p>
<p>Check with family members, neighbors, co-workers, a building manager, or others who may have accepted your order if you were not at home during a delivery attempt. In your absence, the delivery carrier may have placed your order somewhere near your door, but out of plain view.</p>
<p>&#160;Look for your order in out-of-the-way places such as a back door, garage, or behind bushes.</p>
<p>If you still cannot locate your past-due order after following the steps&#160;above contact Customer Care for assistance.</p>

"
138,03/22/2012 02:11 PM,Shipping,Clothes,I Never Received My Order,No Value,I Never Received My Order,"<p>Most orders arrive within the estimated delivery time of 5-10 business days.</p>
<p>Tracking information is not available for items that we ship through the store-front.</p>
<p>International orders do take longer, so keep that in mind on expected delivery dates.</p>
<p>What You Can Do Look for tracking information in your shipping confirmation email, or log into?My Account?and select Order Status. Use any tracking information you find to track your order.</p>
<p>Check with family members, neighbors, co-workers, a building manager, or others who may have accepted your order if you were not at home during a delivery attempt. In your absence, the delivery carrier may have placed your order somewhere near your door, but out of plain view.</p>
<p>&#160;Look for your order in out-of-the-way places such as a back door, garage, or behind bushes.</p>
<p>If you still cannot locate your past-due order after following the steps&#160;above contact Customer Care for assistance.</p>

"
138,03/22/2012 02:11 PM,Orders,Home Furnishings / Accessories,I Never Received My Order,No Value,I Never Received My Order,"<p>Most orders arrive within the estimated delivery time of 5-10 business days.</p>
<p>Tracking information is not available for items that we ship through the store-front.</p>
<p>International orders do take longer, so keep that in mind on expected delivery dates.</p>
<p>What You Can Do Look for tracking information in your shipping confirmation email, or log into?My Account?and select Order Status. Use any tracking information you find to track your order.</p>
<p>Check with family members, neighbors, co-workers, a building manager, or others who may have accepted your order if you were not at home during a delivery attempt. In your absence, the delivery carrier may have placed your order somewhere near your door, but out of plain view.</p>
<p>&#160;Look for your order in out-of-the-way places such as a back door, garage, or behind bushes.</p>
<p>If you still cannot locate your past-due order after following the steps&#160;above contact Customer Care for assistance.</p>

"
138,03/22/2012 02:11 PM,Orders,Clothes,I Never Received My Order,No Value,I Never Received My Order,"<p>Most orders arrive within the estimated delivery time of 5-10 business days.</p>
<p>Tracking information is not available for items that we ship through the store-front.</p>
<p>International orders do take longer, so keep that in mind on expected delivery dates.</p>
<p>What You Can Do Look for tracking information in your shipping confirmation email, or log into?My Account?and select Order Status. Use any tracking information you find to track your order.</p>
<p>Check with family members, neighbors, co-workers, a building manager, or others who may have accepted your order if you were not at home during a delivery attempt. In your absence, the delivery carrier may have placed your order somewhere near your door, but out of plain view.</p>
<p>&#160;Look for your order in out-of-the-way places such as a back door, garage, or behind bushes.</p>
<p>If you still cannot locate your past-due order after following the steps&#160;above contact Customer Care for assistance.</p>

"
138,03/22/2012 02:11 PM,Orders,Shoes,I Never Received My Order,No Value,I Never Received My Order,"<p>Most orders arrive within the estimated delivery time of 5-10 business days.</p>
<p>Tracking information is not available for items that we ship through the store-front.</p>
<p>International orders do take longer, so keep that in mind on expected delivery dates.</p>
<p>What You Can Do Look for tracking information in your shipping confirmation email, or log into?My Account?and select Order Status. Use any tracking information you find to track your order.</p>
<p>Check with family members, neighbors, co-workers, a building manager, or others who may have accepted your order if you were not at home during a delivery attempt. In your absence, the delivery carrier may have placed your order somewhere near your door, but out of plain view.</p>
<p>&#160;Look for your order in out-of-the-way places such as a back door, garage, or behind bushes.</p>
<p>If you still cannot locate your past-due order after following the steps&#160;above contact Customer Care for assistance.</p>

"
138,03/22/2012 02:11 PM,Orders,Furniture,I Never Received My Order,No Value,I Never Received My Order,"<p>Most orders arrive within the estimated delivery time of 5-10 business days.</p>
<p>Tracking information is not available for items that we ship through the store-front.</p>
<p>International orders do take longer, so keep that in mind on expected delivery dates.</p>
<p>What You Can Do Look for tracking information in your shipping confirmation email, or log into?My Account?and select Order Status. Use any tracking information you find to track your order.</p>
<p>Check with family members, neighbors, co-workers, a building manager, or others who may have accepted your order if you were not at home during a delivery attempt. In your absence, the delivery carrier may have placed your order somewhere near your door, but out of plain view.</p>
<p>&#160;Look for your order in out-of-the-way places such as a back door, garage, or behind bushes.</p>
<p>If you still cannot locate your past-due order after following the steps&#160;above contact Customer Care for assistance.</p>

"
140,03/27/2012 03:50 PM,Product Information,Clothes,Apparel Size Guides,Clothing,Apparel Size Guides,"<p>You will find an Apparel Size&#160;Picker on the product page for all apparel items. We strongly encourage you to review&#160;the sizing guide for recommended body measurements for the size you are considering.&#160;</p>
<p>Modern size apparel is contemporary in style and the overall cut is smaller.&#160;The&#160;German sizing guide converts&#160;German sizes into U.S. sizes. Please refer to the item's product page to see what sizing chart is appropriate for your specific item.</p>

"
153,03/27/2012 03:56 PM,Product Information,Clothes,"Product Packaging for Clothing
",clothing,Product Packaging for Clothing,"Due to manufacturer packaging changes, product packaging may vary from the image shown for the&#160;clothing item that you have chosen.
"
110,03/28/2012 09:46 AM,Returns,Furniture,Oversized Item Return Policy,Furniture,Oversized Item Return Policy,"<p><strong>What is an Oversized Item?</strong></p>
<ul>
<li>An Oversized Item is a large product that ships through freight carriers.</li>
<li>All Oversized Items must meet one or more of the following criteria:</li>
<li style=""LIST-STYLE-TYPE: none; DISPLAY: inline"">
<ul>
<li>Weigh 151 lbs. or more when packaged.</li>
<li>Length measures 108 in. or more.</li>
<li>Girth measures 165 in. or more.</li>
<li>If an item ships on a wooden pallet, regardless of weight (but generally in the 100-150 lb. range), it is considered an Oversized Item.</li>
</ul>
</li>
</ul>
<p><strong>Return Policy</strong></p>
<ul>
<li>We inspect all Oversized Item returns upon their arrival back at our warehouse.</li>
<li>We may give only a partial refund of the purchase price if the returned item is not in its new, original and unopened condition. The amount of the partial refund depends on the condition of the item as determined in our sole discretion.</li>
<li>We reserve the right to deduct the original shipping charge, and the actual return shipping fee, which generally ranges from $100 to $695 or more (depending on size and weight), if the item is not in its original condition upon arrival back at our warehouse.</li>
</ul>
<p>Additionally, you will be responsible to pay the original shipping fee, and return shipping fee if we receive an Oversized Item return for any of the following reasons:</p>
<ul>
<li>You refuse a delivery without inspection</li>
<li>You miss a delivery appointment</li>
<li>You return a non-defective or undamaged product</li>
</ul>
<p>Please contact Customer Care immediately to set up a return.</p>
<p><sup>*By purchasing an oversized product, you authorize us to assess additional fees to your credit card as necessary according to the fee schedule described here. We may deduct original and return shipping costs from your refund or otherwise charge them to your credit card after we receive the return product back at our warehouse.</sup></p>

"
111,03/28/2012 09:47 AM,Returns,Clothes,How to Return an Item,Furniture,How to Return an Item,"<p>Follow the steps below to return an item.</p>
<ol>
<li>Find the order that contains the item you want to return.</li>
<li>Select the item you want to return.</li>
<li>Select the Return Qty you are returning.</li>
<li>Click ""Continue.""</li>
<li>Follow and complete the online instructions.</li>
</ol>
<p>After you complete the above steps, we will send you, via email, a return shipping label with instructions and drop-off locations. Print the label and affix it to your package.</p>

"
111,03/28/2012 09:47 AM,Returns,Home Furnishings / Accessories,How to Return an Item,Furniture,How to Return an Item,"<p>Follow the steps below to return an item.</p>
<ol>
<li>Find the order that contains the item you want to return.</li>
<li>Select the item you want to return.</li>
<li>Select the Return Qty you are returning.</li>
<li>Click ""Continue.""</li>
<li>Follow and complete the online instructions.</li>
</ol>
<p>After you complete the above steps, we will send you, via email, a return shipping label with instructions and drop-off locations. Print the label and affix it to your package.</p>

"
111,03/28/2012 09:47 AM,Returns,Furniture,How to Return an Item,Furniture,How to Return an Item,"<p>Follow the steps below to return an item.</p>
<ol>
<li>Find the order that contains the item you want to return.</li>
<li>Select the item you want to return.</li>
<li>Select the Return Qty you are returning.</li>
<li>Click ""Continue.""</li>
<li>Follow and complete the online instructions.</li>
</ol>
<p>After you complete the above steps, we will send you, via email, a return shipping label with instructions and drop-off locations. Print the label and affix it to your package.</p>

"
111,03/28/2012 09:47 AM,Returns,Shoes,How to Return an Item,Furniture,How to Return an Item,"<p>Follow the steps below to return an item.</p>
<ol>
<li>Find the order that contains the item you want to return.</li>
<li>Select the item you want to return.</li>
<li>Select the Return Qty you are returning.</li>
<li>Click ""Continue.""</li>
<li>Follow and complete the online instructions.</li>
</ol>
<p>After you complete the above steps, we will send you, via email, a return shipping label with instructions and drop-off locations. Print the label and affix it to your package.</p>

"
154,03/28/2012 09:50 AM,Product Information,Shoes,Shoe Size Guides,Shoes,Shoe Size Guides,"<p style=""FONT-WEIGHT: bold"">How do I know my own shoe size?</p>
<p>If you are unsure of your shoe size, try to use a ruler to get an approximate measurement. However, because the foot is three dimensional, this may not be a completely accurate measurement. Please keep in mind that manufacturers use different measures to construct their shoes and sizing may vary accordingly. Our recommendation is to try on a few shoes in an actual brick and mortar store to get an idea of what your size is.</p>

"
134,03/28/2012 09:51 AM,Product Information,Shoes,"Product Packaging for Shoes
",Shoes,Product Packaging for Shoes,"Due to manufacturer packaging changes, product packaging may vary from the image shown for the shoe style that you have chosen.
"
119,03/28/2012 09:51 AM,Using Your Account,Home Furnishings / Accessories,How to View Your Order History,Shoes,View Your Order History,"<p>You can only view your account history if you have registered on our site. If you are a registered user, you can view and manage your account and order information. Log into ""Account"" (located at the top right hand corner of the Home Page). You can manage your profile, payment information, address book, orders, wishlist and gift lists from the account management page.</p>
<p><span style=""FONT-WEIGHT: bold"">Please Note:</span> International orders may not appear in your order history for up to 5 days. Internationally shipped orders will not show tracking information until your item(s) leave the U.S. hub. Items may take up to 10 business days to reach the U.S. hub.</p>

"
119,03/28/2012 09:51 AM,Using Your Account,Clothes,How to View Your Order History,Shoes,View Your Order History,"<p>You can only view your account history if you have registered on our site. If you are a registered user, you can view and manage your account and order information. Log into ""Account"" (located at the top right hand corner of the Home Page). You can manage your profile, payment information, address book, orders, wishlist and gift lists from the account management page.</p>
<p><span style=""FONT-WEIGHT: bold"">Please Note:</span> International orders may not appear in your order history for up to 5 days. Internationally shipped orders will not show tracking information until your item(s) leave the U.S. hub. Items may take up to 10 business days to reach the U.S. hub.</p>

"
119,03/28/2012 09:51 AM,Using Your Account,Shoes,How to View Your Order History,Shoes,View Your Order History,"<p>You can only view your account history if you have registered on our site. If you are a registered user, you can view and manage your account and order information. Log into ""Account"" (located at the top right hand corner of the Home Page). You can manage your profile, payment information, address book, orders, wishlist and gift lists from the account management page.</p>
<p><span style=""FONT-WEIGHT: bold"">Please Note:</span> International orders may not appear in your order history for up to 5 days. Internationally shipped orders will not show tracking information until your item(s) leave the U.S. hub. Items may take up to 10 business days to reach the U.S. hub.</p>

"
119,03/28/2012 09:51 AM,Using Your Account,Furniture,How to View Your Order History,Shoes,View Your Order History,"<p>You can only view your account history if you have registered on our site. If you are a registered user, you can view and manage your account and order information. Log into ""Account"" (located at the top right hand corner of the Home Page). You can manage your profile, payment information, address book, orders, wishlist and gift lists from the account management page.</p>
<p><span style=""FONT-WEIGHT: bold"">Please Note:</span> International orders may not appear in your order history for up to 5 days. Internationally shipped orders will not show tracking information until your item(s) leave the U.S. hub. Items may take up to 10 business days to reach the U.S. hub.</p>

"
119,03/28/2012 09:51 AM,Orders,Home Furnishings / Accessories,How to View Your Order History,Shoes,View Your Order History,"<p>You can only view your account history if you have registered on our site. If you are a registered user, you can view and manage your account and order information. Log into ""Account"" (located at the top right hand corner of the Home Page). You can manage your profile, payment information, address book, orders, wishlist and gift lists from the account management page.</p>
<p><span style=""FONT-WEIGHT: bold"">Please Note:</span> International orders may not appear in your order history for up to 5 days. Internationally shipped orders will not show tracking information until your item(s) leave the U.S. hub. Items may take up to 10 business days to reach the U.S. hub.</p>

"
